skill1,skill2,value,type
Semiconductors,PL/SQL,2,h-h
PL/SQL,Debugging,2,h-h
PL/SQL,IC,2,h-h
Leadership,Business Transformation,2,h-l
Project Delivery,Leadership,2,h-h
Stakeholder Management,Leadership,2,l-h
Management,Business Transformation,2,h-l
Project Delivery,Management,2,h-h
Stakeholder Management,Management,2,l-h
Business Transformation,Business Analysis,2,l-h
Outsourcing,Business Analysis,6,h-h
Project Delivery,Business Analysis,2,h-h
Stakeholder Management,Business Analysis,2,l-h
Change Management,Business Transformation,2,h-l
Outsourcing,Change Management,6,h-h
Project Delivery,Change Management,2,h-h
Stakeholder Management,Change Management,2,l-h
Integration,Business Transformation,2,h-l
Integration,Governance,4,h-h
Outsourcing,Integration,6,h-h
Project Delivery,Integration,2,h-h
Stakeholder Management,Integration,2,l-h
IT Strategy,Business Transformation,2,h-l
Outsourcing,IT Strategy,6,h-h
PRINCE2,IT Strategy,2,h-h
Project Delivery,IT Strategy,2,h-h
Project Portfolio Management,IT Strategy,4,h-h
Stakeholder Management,IT Strategy,2,l-h
Program Management,Business Transformation,2,h-l
Program Management,Outsourcing,6,h-h
Program Management,PRINCE2,2,h-h
Project Delivery,Program Management,2,h-h
Stakeholder Management,Program Management,2,l-h
Project Management,Business Transformation,2,h-l
Project Management,Project Delivery,2,h-h
Stakeholder Management,Project Management,2,l-h
Business Transformation,Business Strategy,2,l-h
Outsourcing,Business Strategy,2,h-h
Project Delivery,Business Strategy,2,h-h
Project Portfolio Management,Business Strategy,2,h-h
Stakeholder Management,Business Strategy,2,l-h
Management Consulting,Business Transformation,2,h-l
Outsourcing,Management Consulting,2,h-h
Project Delivery,Management Consulting,2,h-h
Project Portfolio Management,Management Consulting,2,h-h
Stakeholder Management,Management Consulting,2,l-h
Strategy,Business Transformation,2,h-l
Strategy,Project Delivery,2,h-h
Strategy,Stakeholder Management,2,h-l
Business Transformation,Business Process Improvement,2,l-h
Outsourcing,Business Process Improvement,4,h-h
Project Delivery,Business Process Improvement,2,h-h
Project Portfolio Management,Business Process Improvement,2,h-h
Stakeholder Management,Business Process Improvement,2,l-h
Project Planning,Business Transformation,2,h-l
Project Planning,Governance,2,h-h
Project Planning,Outsourcing,2,h-h
Project Planning,Project Delivery,2,h-h
Stakeholder Management,Project Planning,2,l-h
Governance,Business Transformation,2,h-l
Outsourcing,Business Transformation,2,h-l
PRINCE2,Business Transformation,2,h-l
Project Delivery,Business Transformation,2,h-l
Project Portfolio Management,Business Transformation,2,h-l
Stakeholder Management,Business Transformation,2,l-l
Outsourcing,Governance,4,h-h
Project Delivery,Governance,2,h-h
Project Portfolio Management,Governance,4,h-h
Stakeholder Management,Governance,2,l-h
PRINCE2,Outsourcing,2,h-h
Project Delivery,Outsourcing,2,h-h
Project Portfolio Management,Outsourcing,4,h-h
Stakeholder Management,Outsourcing,2,l-h
Project Delivery,PRINCE2,2,h-h
Project Portfolio Management,PRINCE2,2,h-h
Stakeholder Management,PRINCE2,2,l-h
Project Portfolio Management,Project Delivery,2,h-h
Stakeholder Management,Project Delivery,2,l-h
Stakeholder Management,Project Portfolio Management,2,l-h
Healthcare,Food,2,h-h
Healthcare,Clinical Nutrition,2,h-l
Healthcare,Diabetes,2,h-h
Healthcare,Dietetics,2,h-l
Medical Nutrition Therapy,Healthcare,2,l-h
Nutrition,Healthcare,2,h-h
Nutrition Education,Healthcare,2,l-h
Nutritional Counseling,Healthcare,2,l-h
Sports Nutrition,Healthcare,2,l-h
Weight Management,Healthcare,2,l-h
Food,Clinical Research,2,h-h
Pediatrics,Food,2,h-h
Food,Clinical Nutrition,2,h-l
Food,Diabetes,2,h-h
Food,Dietetics,2,h-l
Health Education,Food,2,l-h
Health Promotion,Food,2,l-h
Medical Nutrition Therapy,Food,2,l-h
Nutrition,Food,2,h-h
Nutrition Education,Food,2,l-h
Nutritional Counseling,Food,2,l-h
Prevention,Food,2,l-h
Public Health,Food,2,h-h
Sports Nutrition,Food,2,l-h
Weight Management,Food,2,l-h
Wellness,Food,2,h-h
Food,Fitness,2,h-h
Wellness Coaching,Food,2,l-h
Clinical Research,Clinical Nutrition,2,h-l
Diabetes,Clinical Research,2,h-h
Dietetics,Clinical Research,2,l-h
Medical Nutrition Therapy,Clinical Research,2,l-h
Nutrition,Clinical Research,2,h-h
Nutrition Education,Clinical Research,2,l-h
Nutritional Counseling,Clinical Research,2,l-h
Sports Nutrition,Clinical Research,2,l-h
Weight Management,Clinical Research,2,l-h
Pediatrics,Clinical Nutrition,2,h-l
Pediatrics,Diabetes,2,h-h
Pediatrics,Dietetics,2,h-l
Pediatrics,Medical Nutrition Therapy,2,h-l
Pediatrics,Nutrition,2,h-h
Pediatrics,Nutrition Education,2,h-l
Pediatrics,Nutritional Counseling,2,h-l
Sports Nutrition,Pediatrics,2,l-h
Weight Management,Pediatrics,2,l-h
Wellness,Pediatrics,2,h-h
Pediatrics,Fitness,2,h-h
Wellness Coaching,Pediatrics,2,l-h
Diabetes,Clinical Nutrition,2,h-l
Dietetics,Clinical Nutrition,2,l-l
Health Education,Clinical Nutrition,2,l-l
Health Promotion,Clinical Nutrition,2,l-l
Medical Nutrition Therapy,Clinical Nutrition,2,l-l
Nutrition,Clinical Nutrition,2,h-l
Nutrition Education,Clinical Nutrition,2,l-l
Nutritional Counseling,Clinical Nutrition,2,l-l
Prevention,Clinical Nutrition,2,l-l
Public Health,Clinical Nutrition,2,h-l
Sports Nutrition,Clinical Nutrition,2,l-l
Weight Management,Clinical Nutrition,2,l-l
Wellness,Clinical Nutrition,2,h-l
Fitness,Clinical Nutrition,2,h-l
Wellness Coaching,Clinical Nutrition,2,l-l
Dietetics,Diabetes,2,l-h
Health Education,Diabetes,2,l-h
Health Promotion,Diabetes,2,l-h
Medical Nutrition Therapy,Diabetes,2,l-h
Nutrition,Diabetes,2,h-h
Nutrition Education,Diabetes,2,l-h
Nutritional Counseling,Diabetes,2,l-h
Prevention,Diabetes,2,l-h
Public Health,Diabetes,2,h-h
Sports Nutrition,Diabetes,2,l-h
Weight Management,Diabetes,2,l-h
Wellness,Diabetes,2,h-h
Fitness,Diabetes,2,h-h
Wellness Coaching,Diabetes,2,l-h
Health Education,Dietetics,2,l-l
Health Promotion,Dietetics,2,l-l
Medical Nutrition Therapy,Dietetics,2,l-l
Nutrition,Dietetics,2,h-l
Nutrition Education,Dietetics,2,l-l
Nutritional Counseling,Dietetics,2,l-l
Prevention,Dietetics,2,l-l
Public Health,Dietetics,2,h-l
Sports Nutrition,Dietetics,2,l-l
Weight Management,Dietetics,2,l-l
Wellness,Dietetics,2,h-l
Fitness,Dietetics,2,h-l
Wellness Coaching,Dietetics,2,l-l
Medical Nutrition Therapy,Health Education,2,l-l
Nutrition,Health Education,2,h-l
Nutrition Education,Health Education,2,l-l
Nutritional Counseling,Health Education,2,l-l
Prevention,Health Education,2,l-l
Sports Nutrition,Health Education,2,l-l
Weight Management,Health Education,2,l-l
Medical Nutrition Therapy,Health Promotion,2,l-l
Nutrition,Health Promotion,2,h-l
Nutrition Education,Health Promotion,2,l-l
Nutritional Counseling,Health Promotion,2,l-l
Prevention,Health Promotion,2,l-l
Sports Nutrition,Health Promotion,2,l-l
Weight Management,Health Promotion,2,l-l
Nutrition,Medical Nutrition Therapy,2,h-l
Nutrition Education,Medical Nutrition Therapy,2,l-l
Nutritional Counseling,Medical Nutrition Therapy,2,l-l
Prevention,Medical Nutrition Therapy,2,l-l
Public Health,Medical Nutrition Therapy,2,h-l
Sports Nutrition,Medical Nutrition Therapy,2,l-l
Weight Management,Medical Nutrition Therapy,2,l-l
Wellness,Medical Nutrition Therapy,2,h-l
Medical Nutrition Therapy,Fitness,2,l-h
Wellness Coaching,Medical Nutrition Therapy,2,l-l
Nutrition Education,Nutrition,2,l-h
Nutritional Counseling,Nutrition,2,l-h
Prevention,Nutrition,2,l-h
Public Health,Nutrition,2,h-h
Sports Nutrition,Nutrition,2,l-h
Weight Management,Nutrition,2,l-h
Wellness,Nutrition,2,h-h
Nutrition,Fitness,2,h-h
Wellness Coaching,Nutrition,2,l-h
Nutritional Counseling,Nutrition Education,2,l-l
Prevention,Nutrition Education,2,l-l
Public Health,Nutrition Education,2,h-l
Sports Nutrition,Nutrition Education,2,l-l
Weight Management,Nutrition Education,2,l-l
Wellness,Nutrition Education,2,h-l
Nutrition Education,Fitness,2,l-h
Wellness Coaching,Nutrition Education,2,l-l
Prevention,Nutritional Counseling,2,l-l
Public Health,Nutritional Counseling,2,h-l
Sports Nutrition,Nutritional Counseling,2,l-l
Weight Management,Nutritional Counseling,2,l-l
Wellness,Nutritional Counseling,2,h-l
Nutritional Counseling,Fitness,2,l-h
Wellness Coaching,Nutritional Counseling,2,l-l
Sports Nutrition,Prevention,2,l-l
Weight Management,Prevention,2,l-l
Wellness,Prevention,2,h-l
Prevention,Fitness,2,l-h
Wellness Coaching,Prevention,2,l-l
Sports Nutrition,Public Health,2,l-h
Weight Management,Public Health,2,l-h
Wellness,Public Health,2,h-h
Public Health,Fitness,2,h-h
Wellness Coaching,Public Health,2,l-h
Weight Management,Sports Nutrition,2,l-l
Wellness,Sports Nutrition,2,h-l
Sports Nutrition,Fitness,2,l-h
Wellness Coaching,Sports Nutrition,2,l-l
Wellness,Weight Management,2,h-l
Weight Management,Fitness,2,l-h
Wellness Coaching,Weight Management,2,l-l
Opera,Management,4,h-h
Tourism,Management,4,h-h
Microsoft Excel,Micros,4,h-h
Opera,Microsoft Excel,4,h-h
Opera,Microsoft Office,4,h-h
Opera,Marketing,4,h-h
Tourism,Marketing,4,h-h
Marketing Communications,Food & Beverage,4,h-h
Marketing Communications,Hospitality,6,h-h
Marketing Communications,Hospitality Industry,4,h-h
Marketing Communications,Hospitality Management,4,h-h
Marketing Communications,Hotels,4,h-h
Pre-opening,Marketing Communications,4,h-h
Marketing Communications,Customer Satisfaction,4,h-h
Marketing Communications,Hotel Management,4,h-h
Marketing Communications,Front Office,4,h-h
Micros,Marketing Communications,4,h-h
Opera,Marketing Communications,4,h-h
Tourism,Marketing Communications,4,h-h
Sales,Opera,4,h-h
Pre-opening,Customer Satisfaction,4,h-h
Pre-opening,Opera,4,h-h
Driving Results,Customer Service,2,l-h
Profit,Customer Service,2,l-h
Store Operations,Customer Service,2,h-h
Leadership,Driving Results,2,h-l
Profit,Leadership,2,l-h
Store Operations,Leadership,2,h-h
Management,Driving Results,2,h-l
Profit,Management,2,l-h
Store Operations,Management,2,h-h
Training,Driving Results,2,h-l
Training,Profit,2,h-l
Training,Store Operations,2,h-h
Sales,Driving Results,2,h-l
Sales,Profit,2,h-l
Store Operations,Sales,2,h-h
Inventory Management,Driving Results,2,h-l
Profit,Inventory Management,2,l-h
Store Operations,Inventory Management,2,h-h
Team Building,Driving Results,2,h-l
Team Building,Profit,2,h-l
Team Building,Store Operations,2,h-h
Retail,Driving Results,2,h-l
Retail,Profit,2,h-l
Store Operations,Retail,2,h-h
Recruiting,Driving Results,2,h-l
Recruiting,Profit,2,h-l
Store Operations,Recruiting,2,h-h
Sales Management,Driving Results,2,h-l
Sales Management,Profit,2,h-l
Store Operations,Sales Management,2,h-h
Merchandising,Driving Results,2,h-l
Profit,Merchandising,2,l-h
Store Operations,Merchandising,2,h-h
Driving Results,Customer Satisfaction,2,l-h
Profit,Customer Satisfaction,2,l-h
Store Operations,Customer Satisfaction,2,h-h
Inventory Control,Driving Results,2,h-l
Loss Prevention,Driving Results,2,h-l
Profit,Driving Results,2,l-l
Retail Sales,Driving Results,2,h-l
Store Management,Driving Results,2,h-l
Store Operations,Driving Results,2,h-l
Visual Merchandising,Driving Results,2,h-l
Profit,Inventory Control,2,l-h
Store Operations,Inventory Control,2,h-h
Profit,Loss Prevention,2,l-h
Store Operations,Loss Prevention,2,h-h
Retail Sales,Profit,2,h-l
Store Management,Profit,2,h-l
Store Operations,Profit,2,h-l
Visual Merchandising,Profit,2,h-l
Store Operations,Retail Sales,2,h-h
Store Operations,Store Management,2,h-h
Visual Merchandising,Store Operations,2,h-h
Project Management,CDMA,4,h-l
Lean Manufacturing,IC,4,h-h
Lean Manufacturing,CDMA,4,h-l
Lean Manufacturing,LTE,4,h-h
Manufacturing,CDMA,4,h-l
Manufacturing,LTE,4,h-h
Metrology,Engineering,4,h-h
Semiconductor Industry,Engineering,6,h-h
Engineering,CDMA,4,h-l
Metrology,Engineering Management,4,h-h
Semiconductor Industry,Engineering Management,4,h-h
Engineering Management,CDMA,4,h-l
LTE,Engineering Management,4,h-h
Thin Films,Engineering Management,4,h-h
Metrology,Design of Experiments,4,h-h
Semiconductor Industry,Design of Experiments,4,h-h
IC,Design of Experiments,4,h-h
Design of Experiments,CDMA,4,h-l
LTE,Design of Experiments,4,h-h
Process Engineering,FMEA,6,h-h
Process Engineering,Metrology,4,h-h
Semiconductor Industry,Process Engineering,4,h-h
Process Engineering,IC,4,h-h
Process Engineering,Failure Analysis,4,h-h
Process Engineering,CDMA,4,h-l
Process Engineering,LTE,4,h-h
Six Sigma,Metrology,4,h-h
Six Sigma,Semiconductor Industry,4,h-h
Six Sigma,IC,4,h-h
Six Sigma,CDMA,4,h-l
Six Sigma,LTE,4,h-h
SPC,IC,4,h-h
SPC,CDMA,4,h-l
SPC,LTE,4,h-h
Electronics,CDMA,4,h-l
LTE,Electronics,4,h-h
Thin Films,Electronics,4,h-h
Testing,Metrology,4,h-h
Testing,Semiconductor Industry,6,h-h
Testing,CDMA,4,h-l
Thin Films,Testing,4,h-h
Semiconductors,CDMA,4,h-l
Semiconductors,LTE,4,h-h
Metrology,FMEA,4,h-h
Semiconductor Industry,FMEA,4,h-h
FMEA,CDMA,4,h-l
LTE,FMEA,4,h-h
Thin Films,FMEA,4,h-h
Metrology,IC,4,h-h
Metrology,Failure Analysis,4,h-h
Metrology,CDMA,4,h-l
Metrology,LTE,4,h-h
Thin Films,Metrology,4,h-h
Semiconductor Industry,IC,4,h-h
Semiconductor Industry,Failure Analysis,4,h-h
Semiconductor Industry,CDMA,4,h-l
Semiconductor Industry,LTE,4,h-h
Thin Films,Semiconductor Industry,4,h-h
IC,CDMA,4,h-l
LTE,IC,4,h-h
Thin Films,IC,4,h-h
Failure Analysis,CDMA,4,h-l
LTE,Failure Analysis,4,h-h
Thin Films,Failure Analysis,4,h-h
LTE,CDMA,4,h-l
Thin Films,CDMA,4,h-l
Thin Films,LTE,4,h-h
Public Speaking,Management Consulting,6,h-h
Public Speaking,Product Management,2,h-h
Strategic Partnerships,Public Speaking,2,h-h
Public Speaking,E-commerce,2,h-h
Public Speaking,Mobile Devices,2,h-h
Research,Product Management,2,h-h
Strategic Partnerships,Research,2,h-h
Research,E-commerce,2,h-h
Research,Mobile Devices,2,h-h
Social Media,Product Management,4,h-h
Social Media,Mobile Devices,2,h-h
Program Management,E-commerce,6,h-h
Program Management,Mobile Devices,2,h-h
Entrepreneurship,E-commerce,2,h-h
Mobile Devices,Entrepreneurship,2,h-h
Management Consulting,E-commerce,2,h-h
Mobile Devices,Management Consulting,2,h-h
Value Engineering,Microsoft Excel,2,h-h
Water,Microsoft Excel,2,h-h
Microsoft Excel,Geotechnical Engineering,2,h-h
Road,Microsoft Excel,2,h-h
Microsoft Excel,Change Orders,4,h-h
Microsoft Excel,LEED,2,h-l
Microsoft Office,Change Orders,4,h-h
Microsoft Office,LEED,2,h-l
Research,Project Estimation,2,h-h
Value Engineering,Research,2,h-h
Research,CAD,2,h-h
Research,Concrete,2,h-h
Water,Research,2,h-h
Solidworks,Research,2,h-h
Research,Geotechnical Engineering,2,h-h
Road,Research,2,h-h
Research,Change Orders,2,h-h
Research,LEED,2,h-l
Change Orders,AutoCAD,2,h-h
LEED,AutoCAD,2,l-h
Project Management,Change Orders,4,h-h
Project Management,LEED,2,h-l
Civil Engineering,Change Orders,2,h-h
LEED,Civil Engineering,2,l-h
Project Estimation,CAD,2,h-h
Submittals,Project Estimation,2,h-h
Solidworks,Project Estimation,2,h-h
Value Engineering,CAD,2,h-h
Value Engineering,Submittals,2,h-h
Water,Value Engineering,2,h-h
Value Engineering,Solidworks,2,h-h
Value Engineering,Geotechnical Engineering,2,h-h
Value Engineering,Road,2,h-h
Engineering,Change Orders,6,h-h
LEED,Engineering,2,l-h
Water,CAD,2,h-h
Geotechnical Engineering,CAD,2,h-h
Change Orders,CAD,2,h-h
LEED,CAD,2,l-h
Water,Submittals,2,h-h
Submittals,Solidworks,2,h-h
Submittals,Geotechnical Engineering,2,h-h
Submittals,Change Orders,2,h-h
Submittals,LEED,2,h-l
Solidworks,Concrete,2,h-h
Water,Solidworks,2,h-h
Water,Change Orders,2,h-h
Water,LEED,2,h-l
Solidworks,Geotechnical Engineering,2,h-h
Solidworks,Road,2,h-h
Solidworks,Change Orders,2,h-h
Solidworks,LEED,2,h-l
Geotechnical Engineering,Change Orders,2,h-h
LEED,Geotechnical Engineering,2,l-h
Road,Change Orders,2,h-h
Road,LEED,2,h-l
Network Administration,Integration,2,h-h
Routers,Integration,2,h-h
Telecommunications,Network Administration,2,h-h
Telecommunications,Routers,4,h-h
Sanitation,Banquets,6,l-h
Sanitation,Catering,6,l-h
Sanitation,Cooking,6,l-h
Sanitation,Cuisine,6,l-h
Sanitation,Culinary Skills,6,l-h
Sanitation,Fine Dining,6,l-h
Sanitation,Food,6,l-h
Sanitation,Food & Beverage,6,l-h
Sanitation,Food Safety,6,l-h
Sanitation,Food Service,6,l-h
Sanitation,Hospitality,6,l-h
Sanitation,Hospitality Industry,6,l-h
Sanitation,Hospitality Management,6,l-h
Sanitation,Hotels,6,l-h
Sanitation,Menu Development,6,l-h
Sanitation,Pre-opening,6,l-h
Sanitation,Recipes,6,l-h
Sanitation,Restaurant Management,6,l-h
Sanitation,Restaurants,6,l-h
Deferred Compensation,Customer Service,2,h-h
Customer Service,ADP Payroll,2,h-h
Customer Service,Benefits Administration,2,h-h
Customer Service,Ceridian,2,h-l
Kronos,Customer Service,2,l-h
PeopleSoft,Customer Service,2,l-h
Process Improvement,Employee Relations,2,h-h
Employee Relations,Accounting,2,h-h
Employee Relations,Budgets,2,h-h
General Ledger,Employee Relations,2,h-h
Employee Relations,ADP Payroll,2,h-h
Employee Relations,Benefits Administration,2,h-h
Employee Relations,Ceridian,2,h-l
Kronos,Employee Relations,2,l-h
PeopleSoft,Employee Relations,2,l-h
Human Resources,Accounting,2,h-h
Human Resources,General Ledger,2,h-h
Human Resources,ADP Payroll,2,h-h
Human Resources,Benefits Administration,2,h-h
Human Resources,Ceridian,2,h-l
Kronos,Human Resources,2,l-h
PeopleSoft,Human Resources,2,l-h
Training,Accounting,2,h-h
Training,General Ledger,2,h-h
